ProblemName,Time_alns_e,Time_alns_g,Time_alns_u,Time_no-alns,PInt_alns_e,PInt_alns_g,PInt_alns_u,PInt_no-alns,Status_alns_e,Status_alns_g,Status_alns_u,Status_no-alns,LP_Iterations_dualLP_alns_e,LP_Iterations_dualLP_alns_g,LP_Iterations_dualLP_alns_u,LP_Iterations_dualLP_no-alns,TimeQ+10_alns_e,TimeQ+10_alns_g,TimeQ+10_alns_u,TimeQ+10_no-alns,PIntQ+1000_alns_e,PIntQ+1000_alns_g,PIntQ+1000_alns_u,PIntQ+1000_no-alns,groupTags_alns_e,groupTags_alns_g,groupTags_alns_u,groupTags_no-alns
mzzv42z,97.96,146.82,103.91,97.29,7324.987341772152,7467.086660175267,7613.273612463486,7274.725413826679,ok,ok,ok,ok,23198.0,43340.0,23198.0,23198.0,1.0062447572001116,1.4616460061515517,1.0617019293503587,1.0,1.006074150552656,1.023246843457447,1.0409135266375256,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
n15-3,7200.0,7200.0,7200.0,7200.0,148035.86852184508,160243.58910485124,157587.64356051647,187869.89723210136,timelimit,timelimit,timelimit,timelimit,405571.0,301489.0,392469.0,457550.0,1.0,1.0,1.0,1.0,0.7890927601802821,0.853728367875902,0.8396660658189952,1.0,All;;;,All;;;,All;;;,All;;;
n3-3,7200.0,7200.0,7200.0,7200.0,17847.830502841724,18113.557520371724,18765.796863935375,21282.200798689377,timelimit,timelimit,timelimit,timelimit,10166327.0,10050948.0,9976710.0,9467268.0,1.0,1.0,1.0,1.0,0.8458693408754462,0.857794869234639,0.8870666341494412,1.0,All;;;,All;;;,All;;;,All;;;
n3700,7200.0,7200.0,7200.0,7200.0,35055.74456791133,33778.73639406479,35046.91175375489,47682.25378417006,timelimit,timelimit,timelimit,timelimit,6087424.0,5257326.0,6081495.0,5760132.0,1.0,1.0,1.0,1.0,0.7406342509893312,0.7144027585134882,0.7404528129196066,1.0,All;;;,All;;;,All;;;,All;;;
n3705,7200.0,7200.0,7200.0,7200.0,48923.17688347068,40247.87384519816,48919.17180248955,48984.34708514303,timelimit,timelimit,timelimit,timelimit,6127553.0,6621869.0,6129525.0,6055779.0,1.0,1.0,1.0,1.0,0.9987762128498318,0.8252158175625819,0.9986960861458797,1.0,All;;;,All;;;,All;;;,All;;;
n370a,7200.0,7200.0,7200.0,7200.0,39635.32359041831,39648.92025287155,39759.6240498933,39628.992131356354,timelimit,timelimit,timelimit,timelimit,7045534.0,7034383.0,6924114.0,7046225.0,1.0,1.0,1.0,1.0,1.0001558359863194,1.000490490176344,1.0032152389632163,1.0,All;;;,All;;;,All;;;,All;;;
n3div36,7152.7,7139.94,7063.53,7157.75,5565.630911774017,5567.543938780392,5569.370972426079,5572.764938142926,ok,ok,ok,ok,4733700.0,4733700.0,4733700.0,4733700.0,0.9992954553381466,0.9975152593212653,0.9868550102891424,1.0,0.9989146080171665,0.9992056616337767,0.9994836319648142,1.0,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010
n3seq24,7200.0,7200.0,7200.0,7200.0,42413.07872531685,41926.724414900826,41151.79663420624,41987.88264126907,timelimit,timelimit,timelimit,timelimit,4060705.0,4153334.0,4290094.0,4191881.0,1.0,1.0,1.0,1.0,1.009891068317926,0.998577314754518,0.980550658564882,1.0,All;;;MIPLIB2010,All;;;MIPLIB2010,All;;;MIPLIB2010,All;;;MIPLIB2010
n4-3,116.46,134.89,128.73,135.1,590.989458998897,635.0277909121019,670.9327271887303,657.588801693728,ok,ok,ok,ok,314185.0,360800.0,335028.0,360800.0,0.8715368711233632,0.99855272226051,0.9560992419021365,1.0,0.9598215536767747,0.9863892596531944,1.0080502024877145,1.0,All;Diff;;MIPLIB2010,All;Diff;;MIPLIB2010,All;Diff;;MIPLIB2010,All;Diff;;MIPLIB2010
n9-3,7200.0,7200.0,7200.0,7200.0,9717.327219367622,2573.580559151203,8941.502824529965,6976.424335047492,timelimit,timelimit,timelimit,timelimit,13040585.0,12993669.0,14138444.0,13301882.0,1.0,1.0,1.0,1.0,1.3436255105281847,0.44801785976321506,1.2463608262223644,1.0,All;;;,All;;;,All;;;,All;;;
nag,7200.0,7200.0,7200.0,7200.0,163773.85882684286,163781.4534525911,163830.30031232222,163039.53158049582,timelimit,timelimit,timelimit,timelimit,37167040.0,37181943.0,37291025.0,36364315.0,1.0,1.0,1.0,1.0,1.0044765261109436,1.0045228236446846,1.0048205985728407,1.0,All;;;,All;;;,All;;;,All;;;
neos-1053234,128.16,128.54,127.06,126.88,30.000064587814315,20.000064830283822,10.000064133183995,10.00006404225793,ok,ok,ok,ok,400859.0,400859.0,400859.0,400859.0,1.0093512565751024,1.0121274108708358,1.0013150204558738,1.0,1.0198019794825672,1.0099009902514298,1.0000000000900258,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1053591,4.31,5.19,4.78,4.57,20.607517445671125,22.370492086847563,11.28355912439559,11.216681121458912,ok,ok,ok,ok,13981.0,15603.0,15603.0,15603.0,0.9821551132463966,1.0425531914893618,1.0144131777625258,1.0,1.009286670700287,1.0110300899635267,1.000066136174556,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1056905,7200.0,7200.0,7200.0,7200.0,52522.80214689231,88184.58967217323,65359.666804085646,69906.24807925805,timelimit,timelimit,timelimit,timelimit,46504560.0,36334950.0,41834659.0,35979013.0,1.0,1.0,1.0,1.0,0.7548390106195613,1.2577818187825127,0.9358789754311878,1.0,All;;;,All;;;,All;;;,All;;;
neos-1058477,2.71,2.73,2.72,3.09,10.022631826730056,10.022756933226047,10.022694379978052,20.028371679143696,ok,ok,ok,ok,7357.0,7357.0,7357.0,7357.0,0.970970206264324,0.972498090145149,0.9717341482047365,1.0,0.9901907239737435,0.9901908466237594,0.9901907852987515,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1061020,3776.98,3778.63,3620.97,3775.34,8251.84589615207,8240.145244712057,8170.525565465179,8250.944136164175,ok,ok,ok,ok,2822415.0,2822415.0,2696579.0,2822415.0,1.000433250381736,1.000869142534092,0.9592189869338025,1.0,1.000097477616838,0.9988326714232441,0.9913069877500805,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1062641,0.5,0.5,0.5,0.5,10.0,30.0,30.0,30.0,ok,ok,ok,ok,143.0,143.0,143.0,143.0,1.0,1.0,1.0,1.0,0.9805825242718447,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1067731,7200.0,7200.0,7200.0,7200.0,1001.5475627596479,1001.6393361969317,1001.4623055877373,1001.4849487552933,timelimit,timelimit,timelimit,timelimit,9302186.0,9322121.0,9337743.0,9326110.0,1.0,1.0,1.0,1.0,1.000031283774776,1.0000771364489822,0.9999886868159713,1.0,All;;;,All;;;,All;;;,All;;;
neos-1096528,4563.17,4542.42,4342.62,4536.72,57648.31277338931,57427.84388179868,56763.49933840076,57610.79881683126,ok,ok,ok,ok,121816.0,121816.0,118468.0,121816.0,1.005817380441285,1.0012536509835661,0.9573098849280359,1.0,1.0006400519582628,0.9968784773672111,0.9855436285542114,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1109824,17.08,16.84,17.2,16.87,625.2545090291275,605.2545090291275,635.2545090291275,606.2446690204632,ok,ok,ok,ok,4175.0,4175.0,4175.0,4175.0,1.0078154075176775,0.9988835132117603,1.0122813546706364,1.0,1.0118349591287714,0.9993835559361328,1.0180606607250906,1.0,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010
neos-1120495,6.19,6.4,6.34,6.03,542.1699444017959,562.1699444017959,552.6270872589388,522.5167652110445,ok,ok,ok,ok,1057.0,1057.0,1057.0,1057.0,1.0099812850904555,1.0230817217716779,1.0193387398627574,1.0,1.0129083499373008,1.0260444942852598,1.0197766768392338,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1121679,7200.0,7200.0,7200.0,7200.0,203014.68497554166,263380.9743405273,263262.3144489284,264242.264058168,timelimit,timelimit,timelimit,timelimit,60472053.0,61833487.0,61918896.0,61502060.0,1.0,1.0,1.0,1.0,0.7691635633558043,0.9967528187082139,0.9963054545145011,1.0,All;;;,All;;;,All;;;,All;;;
neos-1122047,6.95,6.84,6.89,6.97,690.0,680.0,690.0,700.0,ok,ok,ok,ok,0.0,0.0,0.0,0.0,0.9988214496169712,0.9923394225103124,0.9952857984678846,1.0,0.9941176470588236,0.9882352941176471,0.9941176470588236,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1126860,1803.39,1833.49,1780.95,1792.07,1977.34375,1973.75,1959.4591346153848,4494.456845238095,ok,ok,ok,ok,2530362.0,2530362.0,2530362.0,2504892.0,1.0062816649741686,1.022984678730571,0.9938293185059405,1.0,0.5418813604078786,0.5412272921166489,0.538626331587311,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1151496,3.68,3.96,4.15,4.07,370.0,400.0,420.0,409.99999999999994,ok,ok,ok,ok,3293.0,3293.0,3293.0,3293.0,0.9722814498933902,0.992181947405828,1.0056858564321252,1.0,0.9716312056737588,0.9929078014184397,1.0070921985815602,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1171448,51.95,6.09,51.4,50.86,320.0535210355988,282.07877993527507,311.36680582524275,318.67263106796116,ok,ok,ok,ok,15931.0,5242.0,15931.0,15931.0,1.0179099572790011,0.26437725928360173,1.0088728228721655,1.0,1.0010471817910707,0.9722494800676574,0.9944597126909341,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1171692,28.35,24.09,57.39,20.84,157.17007692307692,137.47337362637364,141.85614652014624,150.76516483516488,ok,ok,ok,ok,28128.0,14899.0,144044.0,11588.0,1.243514915693904,1.1053826199740597,2.1851491569390404,1.0,1.005565785517004,0.9884496058666364,0.9922581786560295,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1171737,1879.32,7200.0,6810.44,3074.84,2389.7494564102562,10037.76408205128,10238.362328205134,6054.123056410256,ok,timelimit,ok,ok,6700281.0,30295691.0,28558578.0,13622067.0,0.6124531580244031,2.3372362910231974,2.2109542148053056,1.0,0.4805344944088985,1.5647251960002302,1.5931622170940944,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1173026,0.5,0.5,0.5,0.5,18.70311466462711,14.656533343065737,18.7031147594494,14.656533343065737,ok,ok,ok,ok,493.0,493.0,493.0,493.0,1.0,1.0,1.0,1.0,1.0039881291733557,1.0,1.0039881292668082,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1200887,17.97,18.26,18.11,18.53,29.72972972972973,35.13513513513514,27.83783783783784,46.48648648648649,ok,ok,ok,ok,97613.0,97613.0,97613.0,97613.0,0.9803715387311601,0.9905362776025237,0.9852786540483701,1.0,0.9839876033057852,0.9891528925619836,0.9821797520661159,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1208069,39.04,39.2,38.82,38.57,3900.0,3920.0000000000005,3879.9999999999995,3855.0,ok,ok,ok,ok,114270.0,114270.0,114270.0,114270.0,1.0096767551986823,1.012970969734404,1.005147210212065,1.0,1.0092687950566426,1.0133882595262615,1.0051493305870236,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1208135,36.76,36.97,36.04,35.93,3550.0,3570.0000000000005,3470.0000000000005,3460.0,ok,ok,ok,ok,127240.0,127240.0,127240.0,127240.0,1.01807097757457,1.0226431526235575,1.002394948835184,1.0,1.0201793721973094,1.0246636771300448,1.0022421524663676,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1211578,1.95,2.2,2.35,2.25,8.240712987012987,24.89283636363636,25.02270649350649,25.02270649350649,ok,ok,ok,ok,12836.0,12836.0,12836.0,12836.0,0.9755102040816326,0.9959183673469387,1.0081632653061223,1.0,0.9836276860988739,0.9998733002410118,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1215259,46.08,37.67,43.09,37.21,1407.8924236967932,1343.0990623632133,1364.6352936041117,1338.5726362349997,ok,ok,ok,ok,110889.0,88872.0,103082.0,88872.0,1.1878839228976912,1.0097436983689896,1.1245498834992587,1.0,1.0296419219089963,1.001935550796276,1.0111446858503705,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1215891,74.2,74.97,73.98,74.61,740.7974481658692,760.7814992025518,770.7814992025518,740.7894736842105,ok,ok,ok,ok,165069.0,165069.0,165069.0,165069.0,0.9951542370878147,1.0042548162155773,0.9925540716227397,1.0,1.000004580956962,1.0114844591035068,1.0172289791337412,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1223462,259.2,258.79,258.53,256.5,25900.0,25900.0,25900.0,25600.0,ok,ok,ok,ok,526392.0,526392.0,526392.0,526392.0,1.0101313320825516,1.00859287054409,1.0076172607879923,1.0,1.0112781954887218,1.0112781954887218,1.0112781954887218,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1224597,1.63,2.02,1.93,1.61,160.0,200.0,190.0,160.0,ok,ok,ok,ok,1548.0,1548.0,1548.0,1548.0,1.0017226528854435,1.0353143841515935,1.0275624461670974,1.0,1.0,1.0344827586206897,1.0258620689655173,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1228986,12.4,12.39,11.93,11.83,16.869193495934958,17.27569756097561,9.369556097560977,4.715447154471544,ok,ok,ok,ok,99885.0,99885.0,99885.0,99885.0,1.026110856619331,1.0256527714154833,1.0045808520384791,1.0,1.0120967049684415,1.0125013011814208,1.0046322657387927,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1281048,9.09,9.2,9.17,9.54,311.6912147256939,311.74088359986604,311.72438222154796,351.6912147256939,ok,ok,ok,ok,14911.0,14911.0,14911.0,14911.0,0.9769703172978506,0.9825997952917093,0.9810644831115661,1.0,0.9704074424955722,0.9704441882209501,0.9704319802712806,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1311124,7200.0,7200.0,7200.0,7200.0,16.96132596685083,15.757696132596685,15.757696132596685,14.155486187845304,timelimit,timelimit,timelimit,timelimit,90915559.0,90875873.0,90882835.0,90956032.0,1.0,1.0,1.0,1.0,1.0027666761332155,1.0015798464501475,1.0015798464501475,1.0,All;;;,All;;;,All;;;,All;;;
neos-1324574,2747.82,2717.11,2715.41,2755.47,20.0,20.0,20.0,20.0,ok,ok,ok,ok,10248526.0,10248526.0,10248526.0,10248526.0,0.9972337432696794,0.9861289401078299,0.9855142163899807,1.0,1.0,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1330346,7200.0,7200.0,7200.0,7200.0,10.0,10.0,10.0,10.0,timelimit,timelimit,timelimit,timelimit,43399136.0,43614895.0,43386641.0,43440877.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;;,All;;;,All;;;,All;;;
neos-1330635,0.63,0.88,0.93,0.92,27.879546904517795,47.879546904517795,51.455456285421356,51.455456285421356,ok,ok,ok,ok,1085.0,1085.0,1085.0,1085.0,0.9734432234432235,0.9963369963369965,1.000915750915751,1.0,0.9775778334308213,0.9965990861909295,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1337307,7200.0,7200.0,7200.0,7200.0,7976.663486869745,7956.661806355311,7986.5910764683495,7966.607140209273,timelimit,timelimit,timelimit,timelimit,10605155.0,10642333.0,10620783.0,10628192.0,1.0,1.0,1.0,1.0,1.0011215330953194,0.998890847597263,1.0022287065716822,1.0,All;;;MIPLIB2010,All;;;MIPLIB2010,All;;;MIPLIB2010,All;;;MIPLIB2010
neos-1346382,7200.0,7200.0,7200.0,7200.0,28.65024431818182,18.961795454545452,18.961795454545452,30.56202840909091,timelimit,timelimit,timelimit,timelimit,66733824.0,67099631.0,67032641.0,67056820.0,1.0,1.0,1.0,1.0,0.998144911186122,0.9887437799620338,0.9887437799620338,1.0,All;;;,All;;;,All;;;,All;;;
neos-1354092,7200.0,7200.0,7200.0,7200.0,720000.0,720000.0,720000.0,720000.0,timelimit,timelimit,timelimit,timelimit,7819600.0,7818680.0,7781644.0,7844240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;;,All;;;,All;;;,All;;;
neos-1367061,17.88,17.76,17.88,17.07,986.2046205674644,986.1482825015421,986.2046205674644,986.0778983625605,ok,ok,ok,ok,5983.0,5983.0,5983.0,5983.0,1.0299224233468784,1.0254894717399337,1.0299224233468784,1.0,1.000063805254068,1.0000354387605037,1.000063805254068,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1396125,78.02,78.42,77.53,78.07,1605.2695084857373,1582.400562367079,1577.2392774726457,1570.4307969801084,ok,ok,ok,ok,421959.0,421959.0,421959.0,421959.0,0.999432269785398,1.0039741115022143,0.9938685136822982,1.0,1.013553646939867,1.0046567156762336,1.0026487701985738,1.0,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010
neos-1407044,7200.0,7200.0,7200.0,7200.0,720001.0,720000.0,720000.0,720001.0,timelimit,timelimit,timelimit,timelimit,5541931.0,5426659.0,5470277.0,5695948.0,1.0,1.0,1.0,1.0,1.0,0.9999986130393717,0.9999986130393717,1.0,All;;;,All;;;,All;;;,All;;;
neos-1413153,4.51,4.92,4.82,4.47,202.87264756585435,237.26940665684953,228.95668507019514,197.26940665684953,ok,ok,ok,ok,6536.0,6536.0,6536.0,6536.0,1.0027643400138218,1.0310988251554942,1.02418797512094,1.0,1.0046800167763836,1.033409356137891,1.0264662892387992,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1415183,8.36,8.39,7.97,7.94,521.4297201657532,522.9514298654217,489.0614896421803,489.0614896421803,ok,ok,ok,ok,9693.0,9693.0,9693.0,9693.0,1.0234113712374582,1.0250836120401337,1.0016722408026755,1.0,1.0217373364019715,1.0227592617625114,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1417043,9.89,9.96,9.81,9.81,990.0,990.0,980.0000000000001,980.0000000000001,ok,ok,ok,ok,3882.0,3882.0,3882.0,3882.0,1.0040383644623927,1.0075719333669864,1.0,1.0,1.005050505050505,1.005050505050505,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1420205,2.91,2.94,2.91,3.26,4.7368421052631575,4.7368421052631575,4.7368421052631575,19.473684210526315,ok,ok,ok,ok,12359.0,12359.0,12359.0,12359.0,0.973604826546003,0.975867269984917,0.973604826546003,1.0,0.9855446566855962,0.9855446566855962,0.9855446566855962,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1420546,7200.0,7200.0,7200.0,7200.0,2835.4588085426376,2829.483331571284,2848.411205089263,2828.9751991633084,timelimit,timelimit,timelimit,timelimit,5602351.0,5585402.0,5503365.0,5634145.0,1.0,1.0,1.0,1.0,1.0016933014820117,1.0001327071557127,1.005076033380995,1.0,All;;;,All;;;,All;;;,All;;;
neos-1420790,7200.0,7200.0,7200.0,7200.0,4985.488487142672,4948.487033654198,4952.381393197563,4949.548342013251,timelimit,timelimit,timelimit,timelimit,17436942.0,17720090.0,17682199.0,17695479.0,1.0,1.0,1.0,1.0,1.0060408190779166,0.9998216153062311,1.0004761792024288,1.0,All;;;,All;;;,All;;;,All;;;
neos-1423785,7200.0,7200.0,7200.0,7200.0,138760.01699859268,153210.99674418633,152139.06507111754,196727.84411749855,timelimit,timelimit,timelimit,timelimit,904069.0,854322.0,599786.0,584001.0,1.0,1.0,1.0,1.0,0.7068302272872664,0.7799154308917028,0.7744941829240579,1.0,All;;;,All;;;,All;;;,All;;;
neos-1425699,0.5,0.5,0.5,0.5,1.2579807082368489e-08,2.5159614164736977e-08,3.1449517705921224e-08,1.2579807082368489e-08,ok,ok,ok,ok,22.0,22.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0000000000125797,1.0000000000188698,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1426662,7200.0,7200.0,7200.0,7200.0,70.22727272727273,63.86363636363636,82.05776363636363,100.90909090909092,timelimit,timelimit,timelimit,timelimit,38115149.0,47131391.0,40767597.0,44529771.0,1.0,1.0,1.0,1.0,0.9721304706853839,0.9663501238645745,0.9828765813377374,1.0,All;;;,All;;;,All;;;,All;;;
neos-1427181,7200.0,7200.0,7200.0,7200.0,20.07903529411765,20.07903529411765,25.118552941176468,20.07903529411765,timelimit,timelimit,timelimit,timelimit,27951283.0,27609562.0,27950606.0,27679076.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0049403207719152,1.0,All;;;,All;;;,All;;;,All;;;
neos-1427261,7200.0,7200.0,7200.0,7200.0,422.3885603143418,283.72965265225935,298.13231748526056,424.0164031434184,timelimit,timelimit,timelimit,timelimit,47391290.0,47333111.0,47314893.0,47425403.0,1.0,1.0,1.0,1.0,0.9988568651137141,0.9014851583299984,0.911599272746945,1.0,All;;;,All;;;,All;;;,All;;;
neos-1429185,7200.0,7200.0,7200.0,7200.0,48.02631447368421,28.552630263157898,28.552630263157898,45.83333157894737,timelimit,timelimit,timelimit,timelimit,63835765.0,64854650.0,64840727.0,63986760.0,1.0,1.0,1.0,1.0,1.0020968760781663,0.9834766202281009,0.9834766202281009,1.0,All;;;,All;;;,All;;;,All;;;
neos-1429212,7200.0,7200.0,7200.0,7200.0,720003.0,720001.0,720001.0,720002.0,timelimit,timelimit,timelimit,timelimit,2182742.0,2182742.0,2170563.0,2182746.0,1.0,1.0,1.0,1.0,1.0000013869587048,0.9999986130412953,0.9999986130412953,1.0,All;;;,All;;;,All;;;,All;;;
neos-1429461,7200.0,7200.0,7200.0,7200.0,25.404432592592567,25.124597530864172,25.24805432098763,24.275055802469108,timelimit,timelimit,timelimit,timelimit,79663842.0,80914287.0,81117204.0,81351038.0,1.0,1.0,1.0,1.0,1.0011026108502061,1.000829407807583,1.0009499387034826,1.0,All;;;,All;;;,All;;;,All;;;
neos-1430701,12.55,12.82,12.42,12.84,12.727272727272725,28.31168831168831,13.116883116883114,30.909090909090907,ok,ok,ok,ok,114867.0,114867.0,114867.0,114867.0,0.9873029772329247,0.9991243432574431,0.9816112084063048,1.0,0.9823633156966489,0.9974804736709498,0.9827412446460064,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1430811,7200.0,7200.0,7200.0,7200.0,366219.0295201693,376301.5362357078,356555.016132978,476356.22231461736,timelimit,timelimit,timelimit,timelimit,2129573.0,2549982.0,1987190.0,1831222.0,1.0,1.0,1.0,1.0,0.7692767211446162,0.7903982782632186,0.7490318538203103,1.0,All;;;,All;;;,All;;;,All;;;
neos-1436709,7200.0,7200.0,7200.0,7200.0,21.796875,22.1875,22.1875,23.359375,timelimit,timelimit,timelimit,timelimit,72962869.0,73558577.0,73994217.0,72669946.0,1.0,1.0,1.0,1.0,0.998473165890526,0.9988548744178944,0.9988548744178944,1.0,All;;;,All;;;,All;;;,All;;;
neos-1436713,7200.0,7200.0,7200.0,7200.0,266.3606557376947,259.80327868851435,255.80327868851435,259.0819672131046,timelimit,timelimit,timelimit,timelimit,42615640.0,42651004.0,42660039.0,42806144.0,1.0,1.0,1.0,1.0,1.005780948908911,1.0005728868288108,0.9973959689599499,1.0,All;;;,All;;;,All;;;,All;;;
neos-1437164,0.67,1.1,0.98,0.65,62.0,102.0,91.11111111111111,61.111111111111114,ok,ok,ok,ok,35.0,35.0,35.0,35.0,1.0018779342723003,1.0422535211267605,1.0309859154929577,1.0,1.0008376963350785,1.0385340314136127,1.0282722513089004,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1439395,1900.14,1905.35,1903.11,1898.2,30.68763101848299,20.463982404706407,16.563758005486466,16.563667247721416,ok,ok,ok,ok,21841015.0,21841015.0,21841015.0,21841015.0,1.0010166649198198,1.0037469866890263,1.0025731055444922,1.0,1.0138938309776515,1.0038367642703037,1.0000000892789778,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1440225,77.43,77.58,77.29,77.4,7740.000000000001,7759.999999999999,7730.0,7740.000000000001,ok,ok,ok,ok,761853.0,761853.0,761853.0,761853.0,1.0003432494279176,1.0020594965675056,0.9987414187643021,1.0,1.0,1.002288329519451,0.9988558352402745,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1440447,5.35,5.8,5.6,5.49,15.4,22.0,22.6,22.6,ok,ok,ok,ok,35690.0,35690.0,35690.0,35690.0,0.9909619109102646,1.0200129115558425,1.0071013557133635,1.0,0.9929591238020731,0.9994132603168394,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-1440457,7200.0,7200.0,7200.0,7200.0,18.83682008368201,22.54393305439331,18.390516039051608,18.320781032078106,timelimit,timelimit,timelimit,timelimit,67987375.0,67606095.0,67673654.0,67558100.0,1.0,1.0,1.0,1.0,1.0005067549059354,1.0041471725815465,1.000068480392694,1.0,All;;;,All;;;,All;;;,All;;;
neos-1440460,7200.0,7200.0,7200.0,7200.0,23.079497907949786,20.54572942817294,19.433456066945606,22.254633193863317,timelimit,timelimit,timelimit,timelimit,77797691.0,84381577.0,73251100.0,77621152.0,1.0,1.0,1.0,1.0,1.0008069072883625,0.9983282993197583,0.9972402403126279,1.0,All;;;,All;;;,All;;;,All;;;
neos-1441553,2.21,2.26,1.82,1.96,196.0,203.84615384615384,156.0,173.84615384615384,ok,ok,ok,ok,862.0,877.0,877.0,877.0,1.0209030100334449,1.0250836120401337,0.9882943143812709,1.0,1.018872870249017,1.025557011795544,0.9847968545216252,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-1442119,7200.0,7200.0,7200.0,7200.0,18.289834254143642,20.610281767955794,20.69194475138121,20.499784530386734,timelimit,timelimit,timelimit,timelimit,79394637.0,70759819.0,70530462.0,70763473.0,1.0,1.0,1.0,1.0,0.9978344431721169,1.0001082775707002,1.0001883001093264,1.0,All;;;,All;;;,All;;;,All;;;
neos-1442657,7200.0,7200.0,7200.0,7200.0,15.844660194174748,15.446601941747565,15.851132686084133,15.844660194174748,timelimit,timelimit,timelimit,timelimit,68601228.0,68422383.0,68628085.0,68803301.0,1.0,1.0,1.0,1.0,1.0,0.9996081504702194,1.0000063715370697,1.0,All;;;,All;;;,All;;;,All;;;
neos-1445532,7200.0,7200.0,7200.0,7200.0,9820.94771433601,9884.04553723373,9845.162255736164,9840.593861862564,timelimit,timelimit,timelimit,timelimit,10094977.0,10071762.0,10071180.0,10058742.0,1.0,1.0,1.0,1.0,0.9981877240512008,1.0040082375490542,1.000421415462272,1.0,All;;;,All;;;,All;;;,All;;;
neos-1445738,7200.0,7200.0,7200.0,7200.0,62078.350978135786,69068.84522439586,69034.20345224396,69707.37169159955,timelimit,timelimit,timelimit,timelimit,12333837.0,12177443.0,12195244.0,11971468.0,1.0,1.0,1.0,1.0,0.8921043091979315,0.9909694498334811,0.9904795182842928,1.0,All;;;,All;;;,All;;;,All;;;
